text,label
"When I walk barefoot in public areas, burning between my toes and white, scaly patches on my face appear.",Fungal Infections
"Lately I've had a waxy, 'stuck-on' looking growth that appears pasted onto the skin surface on my shoulder that comes with mild irritation.",Seborrheic Keratoses
Lately I've had small circular bald patches on my scalp on my hands that comes with no real pain.,Fungal Infections
I have a raised bump near my knee and honestly it came on gradually,Melanocytic Nevi
"The skin on my face has changed. There's a rough, cauliflower-like bump with tiny black dots on the surface now. flaky and thickened. it's been there for several weeks.",Viral Infections
Small rough bumps covering my upper arms and thighs on my shoulder. with somewhat defined edges.,Atopic Dermatitis
"The skin on my scalp shows a growth that looks like it could be lifted off with a fingernail, and I've been dealing with occasional mild itching.",Seborrheic Keratoses
"I'm not sure what sharply defined plaques with very clear, distinct edges on my hands is -- flaky and thickened and some mild discomfort.",Psoriasis Lichen Planus
Lately I've had a growth that looks like it could be lifted off with a fingernail on my back that comes with mild itching.,Seborrheic Keratoses
"I'm noticing cracked, dry skin on my leg.",Atopic Dermatitis
"I have a symmetric mole with a smooth, even border on my arm with irregular edges.",Melanocytic Nevi
"So I've got a waxy, scar-like area on my back, with no real pain",Basal Cell Carcinoma
"I have a pink growth with a slightly sunken, crater-like center on my cheek with smooth and shiny on the surface.",Basal Cell Carcinoma
"It started as a scaly, reddish-pink patch on my hands. Now dry and rough to the touch. it hasn't changed much.",Benign Keratosis-like Lesions
"I've got a skin lesion on my arm -- rough and flaky -- and nothing unusual, it's just always been there",Melanocytic Nevi
A raised bump on my feet flares when the weather changes.,Psoriasis Lichen Planus
"I have a cluster of small flesh-colored bumps on my forearm, and rough and flaky.",Viral Infections
I've got skin that weeps and crusts over on my wrist -- rough and flaky -- and no significant pain,Eczema
I have patches on the extensor surface -- the outside of my elbows and knees on my wrists and honestly it's been there for a while,Psoriasis Lichen Planus
I have a raised bump on the back of my hands and honestly keeps coming back in the same spot after it peels off,Benign Keratosis-like Lesions
I have a red patch on my arm and honestly it's been there for several weeks,Psoriasis Lichen Planus
"A skin lesion, on my shoulder, rough and flaky.",Eczema
"When my clothes rub against it, I get a dry patch near my elbow.",Fungal Infections
"An inflamed patch, on my back, flaky and thickened.",Atopic Dermatitis
"When my clothes rub against it, no itching or pain at all and an inflamed patch on my wrist appear.",Melanocytic Nevi
"I have mild irritation, and there's a shiny, pearly bump with tiny visible blood vessels running through it on my scalp.",Basal Cell Carcinoma
"Lately I've had patches with blurry, ill-defined edges that spread gradually on my neck that comes with itchy and irritated.",Eczema
"There's blistering skin that bursts and leaves raw, wet patches near my elbow, and mild irritation.",Eczema
"There's a hard lump with visible black specks that look like seeds on my face with somewhat defined edges, and dry and rough to the touch.",Viral Infections
A flat-topped warty bump that keeps multiplying on my face. with fuzzy borders.,Viral Infections
A single-colored mole that looks exactly the same as it did years ago showed up on my face a while back.,Melanocytic Nevi
"The skin on my feet shows a mole that has been visibly growing and changing over the past few months, and I've been dealing with some mild discomfort.",Melanoma
"I have a cluster of small flesh-colored bumps on my arm, and flaky and thickened.",Viral Infections
"On my back: a warty, barnacle-like bump with a rough, pitted surface. it came on gradually.",Seborrheic Keratoses
"I've noticed occasional mild itching and there's blistering skin that bursts and leaves raw, wet patches on my eyelids. with somewhat defined edges. it came on gradually.",Eczema
A rash that keeps expanding outward in a ring shape showed up on my arm a while back.,Fungal Infections
"When the weather changes, I get a raised bump on my wrist.",Fungal Infections
"Got a raised bump on my chest, rough and flaky",Eczema
"Something on the back of my hands looks like a scaly, reddish-pink patch and the crust falls off and then regrows",Benign Keratosis-like Lesions
Something near my elbow looks like a rough patch and it came on gradually,Eczema
The skin on my shoulder has changed. There's a scaly area now. rough-feeling in that spot. it's been there for a while.,Seborrheic Keratoses
It started as a plantar wart on my heel that hurts when I walk near my elbow. Now flaky and thickened. it came on gradually.,Viral Infections
"There's an inflamed patch on my arm with blurry edges that fade into normal skin, and feels tender when pressed.",Benign Keratosis-like Lesions
There's a reddish mark on my bald scalp -- dry and rough to the touch -- and occasional mild itching.,Benign Keratosis-like Lesions
"I'm not sure what a dry, crusty spot on a sun-damaged area that keeps peeling off and returning on my leg is -- rough-feeling in that spot and some mild discomfort.",Benign Keratosis-like Lesions
Something showed up on the inside of my elbows. It's an inflamed patch with irregular edges. dry and scaly. no real pain.,Eczema
"So on the back of my knuckles there's a small rough bump, and occasional mild itching",Viral Infections
"I've had no significant pain for a while now. There's a smooth, pearly bump with a small dimple in the center on my wrist with somewhat defined edges.",Viral Infections
A ring-shaped rash with a raised scaly outer border and clearer skin in the middle showed up on my wrist a while back.,Fungal Infections
"When the weather changes, I get a reddish mark on my neck.",Psoriasis Lichen Planus
I've got a pigmented spot on my face.,Melanocytic Nevi
"There's a patch on my neck. It looks like a hard, rough-surfaced growth. hard and firm to the touch. keeps spreading into a small cluster.",Viral Infections
"There's a raised, warty growth around my eyes with irregular edges, and rough and irregular.",Viral Infections
"A shiny, pearly bump with tiny visible blood vessels running through it showed up on my forehead a while back.",Basal Cell Carcinoma
"I noticed small circular bald patches on my scalp on my face, along with occasional mild itching.",Fungal Infections
"Weird a scaly area on my elbows and knees, covered in thick silvery scales, no clue what it is",Psoriasis Lichen Planus
"Lately I've had a shiny, pearly bump with tiny visible blood vessels running through it near my elbow that comes with no real pain.",Basal Cell Carcinoma
"There's a scaly area on my shoulder, and occasional mild soreness.",Psoriasis Lichen Planus
"There's pinpoint bleeding spots when the scale is removed near my elbow, and no significant pain.",Psoriasis Lichen Planus
"I have mild irritation, along with a rough patch on my armpit with fuzzy borders.",Viral Infections
"I've had a round, well-defined growth on my face that has been slowly growing thicker over several years.",Seborrheic Keratoses
"I have sharply defined plaques with very clear, distinct edges on my hands and honestly it's been there for a while",Psoriasis Lichen Planus
On my face: a mole with several colors mixed in. it hasn't changed much.,Melanoma
I'm worried about a skin lesion near my knee because the crust falls off and then regrows.,Benign Keratosis-like Lesions
I've got a rough patch on my scalp.,Basal Cell Carcinoma
Something's going on near my knee. It's a skin lesion. flaky and thickened. mild itching.,Fungal Infections
"I've had a flat, slightly rough patch darker than the surrounding skin on my face for some time. rough and flaky. mild irritation.",Benign Keratosis-like Lesions
"I've had sharply defined plaques with very clear, distinct edges on my arm for a while, with some mild discomfort.",Psoriasis Lichen Planus
I'm not sure what a mole with several colors mixed in on my feet is -- dry and scaly and no real pain.,Melanoma
"I've got a smooth, symmetric mole on my shoulder.",Melanocytic Nevi
The skin on my elbows and knees has changed. There's red patches with silvery-white scales now. dry and scaly. has lasted for months without going away.,Psoriasis Lichen Planus
"I'm not sure what a spot with irregular, notched borders on my chest is -- rough-feeling in that spot and occasional mild itching.",Melanoma
I have a scaly area on my neck.,Eczema
The skin on my scalp has changed. There's a pigmented spot now. rough and flaky. it's been there for a while.,Melanoma
"There's an inflamed patch on my hands, and no significant pain.",Fungal Infections
I have an inflamed patch near my elbow with dry and scaly.,Atopic Dermatitis
"Near my knee: a smooth, symmetric mole. has been there since I was a kid and never changed.",Melanocytic Nevi
It started as scaly red patches on my shoulder. Now rough and flaky. it came on gradually.,Psoriasis Lichen Planus
"Weird a pigmented spot on my shoulder, slightly raised and uneven, no clue what it is",Melanoma
A discolored spot on my forearm. with blurry borders that blend into surrounding skin.,Atopic Dermatitis
"I'm worried about a pink growth with a slightly sunken, crater-like center near my elbow because it hasn't changed much.",Basal Cell Carcinoma
I have a discolored spot on my leg and honestly it came on gradually,Viral Infections
"I have a raised bump on my chest, and flaky and thickened.",Eczema
"A spot with jagged, notched, irregular borders, on my arm, rough and flaky.",Melanoma
Should I be worried about a plantar wart on my heel that hurts when I walk on my back? rough and irregular. it hasn't changed much.,Viral Infections
Should I be worried about a ring-shaped rash with a raised scaly outer border and clearer skin in the middle on my groin and inner thigh? dry and rough to the touch. it came on gradually.,Fungal Infections
"So on my bald scalp there's a small, dry, crusty spot, and occasional itching",Benign Keratosis-like Lesions
I've noticed mild irritation and there's a growth that looks like it could be lifted off with a fingernail on my face. with fuzzy borders. it's been there for several weeks.,Seborrheic Keratoses
"My skin on my feet has been off. a flat, slightly rough patch darker than the surrounding skin. feels dry and crusty when I run my finger over it. mild itching.",Benign Keratosis-like Lesions
Something on my face looks like a scaly area and it came on gradually,Seborrheic Keratoses
A discolored spot on my arm flares when my clothes rub against it.,Melanocytic Nevi
I've got a reddish mark on my forearm -- rough-feeling in that spot -- and no significant pain,Atopic Dermatitis
"I have a perfectly round, evenly colored brown spot that hasn't changed at all on my back.",Melanocytic Nevi
I've noticed some mild discomfort and there's a discolored spot on my back. with fuzzy borders. it's been there for a while.,Atopic Dermatitis
I've had an inflamed patch near my elbow that it came on gradually.,Seborrheic Keratoses
"A cluster of small flesh-colored bumps, on my arm, rough and flaky.",Viral Infections
There's an inflamed patch on my bald scalp -- rough-feeling in that spot -- and no real pain.,Benign Keratosis-like Lesions
"It started as a symmetric mole with a smooth, even border on my back. Now even and smooth to the touch. it's been there for several weeks.",Melanocytic Nevi
"I developed a hard, rough-surfaced growth on my feet that comes with mild discomfort when I press on it.",Viral Infections
On my feet: small rough bumps covering my upper arms and thighs. it's been there for several weeks.,Atopic Dermatitis
"A bump that keeps bleeding even after a very minor bump or scrape, on my leg, dry and scaly.",Basal Cell Carcinoma
"Got a scaly, wart-like bump on my neck, waxy and slightly greasy to the touch",Seborrheic Keratoses
"I've had mild itching for a while now. There's cracked, dry skin that stings on my leg with irregular edges.",Eczema
"When the weather changes, some mild discomfort and a single-colored mole that looks exactly the same as it did years ago on my face appear.",Melanocytic Nevi
Something's going on on my neck. It's a ring-shaped rash with a raised border. rough and flaky. some mild discomfort.,Fungal Infections
I noticed a hereditary skin condition -- my sibling has it too on the back of my hands. rough-feeling in that spot. keeps returning in the same spots year after year.,Atopic Dermatitis
"The skin on my scalp shows skin that leaks clear fluid after scratching, and I've been dealing with intense itching that wakes me up at night.",Atopic Dermatitis
"Sharply defined, scaly plaques on my wrists. dry and scaly.",Psoriasis Lichen Planus
A scaly area showed up on my neck and stays exactly the same,Melanocytic Nevi
Should I be worried about a discolored spot on my shoulder? rough and flaky. it's been there for a while.,Melanocytic Nevi
"Got a rash that keeps expanding outward in a ring shape on my face, dry and rough to the touch",Fungal Infections
I have a dry patch on my arm.,Seborrheic Keratoses
A raised bump on my neck. mild itching.,Melanoma
Got a dry patch on my neck and it's been there for several weeks,Melanocytic Nevi
"There's patches on the extensor surface -- the outside of my elbows and knees on my scalp with clear, well-demarcated borders. rough-feeling in that spot. no significant pain.",Psoriasis Lichen Planus
A red patch near my elbow. some mild discomfort.,Seborrheic Keratoses
I'm concerned about a discolored spot on my neck that it's been there for several weeks -- occasional mild itching.,Benign Keratosis-like Lesions
I'm noticing a discolored spot on my back.,Melanocytic Nevi
There's a circular scaly rash on my wrist.,Fungal Infections
Got a dry patch on my shoulder and has been changing shape and color over the last few months,Melanoma
I've had no real pain for a while now. There's a reddish mark on my arm with irregular edges.,Eczema
"I noticed a brown to dark brown raised plaque with a greasy, waxy feel on my scalp, along with no significant pain.",Seborrheic Keratoses
"I'm noticing a small, uniform dark brown spot with no irregular areas on my leg.",Melanocytic Nevi
"So on my trunk there's a tan to dark brown growth that looks thicker and greasier than a normal mole, and no real pain",Seborrheic Keratoses
I have skin that breaks open and oozes when it flares on my feet with dry and rough to the touch.,Eczema
"A smooth, pearly bump with a small dimple in the center, on my neck, rough-feeling in that spot.",Viral Infections
I'm noticing a skin lesion on my face.,Fungal Infections
"There's a smooth, pearly bump with a small dimple in the center on my scalp, and occasional mild itching.",Viral Infections
"Should I be worried about a scaly, wart-like bump on my face? rough and bumpy on the surface. it hasn't changed much.",Seborrheic Keratoses
"I'm noticing cracked, dry skin that stings on my wrists.",Eczema
"Something's going on near my knee. It's athlete's foot causing cracked, peeling, white skin between my toes. peeling and flaking. no real pain.",Fungal Infections
"Got dry, scaly skin on my arms, dry and scaly",Psoriasis Lichen Planus
"I'm worried about raw, weeping patches that crust over as they heal on my wrists because it's been there for a while.",Eczema
I've got an inflamed patch on my scalp.,Melanoma
A ring-shaped rash with a raised scaly outer border and clearer skin in the middle near my knee. intense itching and burning.,Fungal Infections
I have a discolored spot on my hands with somewhat defined edges.,Benign Keratosis-like Lesions
I've had a discolored spot on my arm that it's been there for several weeks.,Psoriasis Lichen Planus
I've had an itch that triggers before any visible rash appears on my chest for some time. flaky and thickened. intense itching that wakes me up at night.,Atopic Dermatitis
"I have a growth that bleeds on my cheek. flaky and thickened. hasn't healed in over two months despite repeated scabbing. no discomfort, it just won't go away.",Basal Cell Carcinoma
"When the weather changes, burning between my toes and a discolored spot on my groin and inner thigh appear.",Fungal Infections
"Weird a dry patch on my shoulder, even and smooth to the touch, no clue what it is",Melanocytic Nevi
Thick silvery-white scales that flake off in sheets on my shins. keeps flaking off no matter what I do. occasional mild itching.,Psoriasis Lichen Planus
"I have occasional itching around the bump, and there's a raised, well-defined bump on my hands.",Viral Infections
"A smooth, symmetric mole on my face. slightly raised but soft.",Melanocytic Nevi
"When the weather changes, I get a scaly, wart-like bump on my face.",Seborrheic Keratoses
"When my clothes rub against it, I get a reddish mark near my knee.",Basal Cell Carcinoma
"I have a scaly, reddish-pink patch on my shoulder, and rough and flaky.",Benign Keratosis-like Lesions
"I've got raw, weeping patches that crust over as they heal on my neck.",Eczema
Something doesn't look right on my leg: a dry patch with fuzzy borders. dry and scaly.,Melanoma
I notice mild itching when I sweat. There's an inflamed patch on my leg.,Atopic Dermatitis
"The skin on my back shows patches that ooze clear fluid when I scratch, and I've been dealing with some mild discomfort.",Eczema
"I've had a stinging feeling especially after sweating for a while now. There's a reddish-brown patch that gets worse in hot, humid weather near my knee with fuzzy borders.",Fungal Infections
"There's a rough, sandpaper-like patch that feels much rougher than it looks on my chest with irregular edges. rough-feeling in that spot. no significant pain.",Benign Keratosis-like Lesions
"My skin on my shoulder has been off. a reddish-brown patch that gets worse in hot, humid weather. rough and flaky. no real pain.",Fungal Infections
"A ring-shaped rash with a raised scaly outer border and clearer skin in the middle on my chest. rough around the border, softer in the center.",Fungal Infections
I have a rough-surfaced growth on my back. rough and flaky. it hasn't changed much. no real pain.,Seborrheic Keratoses
I developed a bump that keeps bleeding even after a very minor bump or scrape on my arm that comes with mild irritation but nothing painful.,Basal Cell Carcinoma
"A mole with an asymmetrical, uneven shape -- one half doesn't match the other on my chest, mild irritation, been there ages",Melanoma
On my scalp: small circular bald patches on my scalp. it's been there for a while.,Fungal Infections
I've got a reddish mark on my arm.,Melanoma
"I have no discomfort whatsoever, and there's a symmetric mole with a smooth, even border on my back.",Melanocytic Nevi
"On my back: a mole with an uneven, asymmetrical shape. has been changing shape and color over the last few months.",Melanoma
"A red patch, on my forearm, thick and plaque-like.",Psoriasis Lichen Planus
I'm not sure what an inflamed patch on my forearm is -- dry and scaly and mild irritation.,Eczema
I developed a growth that looks like it could be lifted off with a fingernail on my neck that comes with mild irritation when it catches on something.,Seborrheic Keratoses
"I'm concerned about sharply defined plaques with very clear, distinct edges on my forearm that it's been there for several weeks -- itching that can get severe.",Psoriasis Lichen Planus
I have a skin lesion on my wrist and honestly it hasn't changed much,Benign Keratosis-like Lesions
"Lately I've had a small, shiny, pearly bump on my shoulder that comes with occasional mild itching.",Basal Cell Carcinoma
"I've had skin irritation triggered by a certain soap or fabric on my eyelids for a while, with itchy and irritated.",Eczema
"When I sweat, a soft, dome-shaped mole that's been stable for as long as I can remember on my feet gets worse.",Melanocytic Nevi
There's a red patch on my back -- dry and cracked to the touch -- that keeps returning in the same spots year after year.,Atopic Dermatitis
There's a reddish mark on the sole of my foot -- rough and flaky -- and mild itching.,Fungal Infections
I notice no significant pain when I sweat. There's a rough patch near my knee.,Atopic Dermatitis
"I've noticed no significant pain and there's thick silvery-white scales that flake off in sheets on my wrist. with clear, well-demarcated borders. it's been there for a while.",Psoriasis Lichen Planus
"There's thickened, leathery patches on my neck with indistinct, gradually fading edges. rough-feeling in that spot. mild itching.",Atopic Dermatitis
"I have blistering skin that bursts and leaves raw, wet patches on my eyelids with dry and scaly.",Eczema
Skin prone to frequent infections from all the scratching around my eyes. itching so bad it keeps me awake.,Atopic Dermatitis
Something doesn't look right on my neck: a skin lesion with irregular edges. rough-feeling in that spot.,Benign Keratosis-like Lesions
"I noticed a shiny, pearly bump with tiny visible blood vessels running through it on my forehead, along with no real pain.",Basal Cell Carcinoma
I'm not sure what a plantar wart on my heel that hurts when I walk near my elbow is -- rough-feeling in that spot and no real pain.,Viral Infections
I've got a hereditary skin condition -- my sibling has it too on my shoulder.,Atopic Dermatitis
"I'm worried about raw, weeping patches that crust over as they heal on my wrists because it's been there for several weeks.",Eczema
I'm not sure what a growth that bleeds on my feet is -- rough and flaky and occasional mild itching.,Melanoma
I've been watching a cluster of small flesh-colored bumps on my hands and it's been there for a while. occasional itching around the bump.,Viral Infections
"Something showed up on my hands. It's a flat, pink-red scaly patch with a gritty texture on my sun-exposed skin with ill-defined, gradual borders. feels tender when pressed. some mild discomfort.",Benign Keratosis-like Lesions
"The cluster grew after I picked at it, I get a reddish mark on my face.",Viral Infections
"Got a scaly area on my shoulder, rough-feeling in that spot",Seborrheic Keratoses
Something's going on on my scalp. It's a reddish mark. dry and rough to the touch. some mild discomfort.,Viral Infections
"When I sweat, I get a scaly, wart-like bump on my arm.",Seborrheic Keratoses
"So I've got a single-colored mole that looks exactly the same as it did years ago on my shoulder, with mild itching",Melanocytic Nevi
"I'm concerned about a spot with jagged, notched, irregular borders on my shoulder that looks completely different compared to a year ago -- no real pain.",Melanoma
A scaly area showed up on my shoulder a while back.,Fungal Infections
"I'm worried about a flat, slightly rough patch darker than the surrounding skin on my ears because seems to be slowly getting larger.",Benign Keratosis-like Lesions
I have a red patch near my elbow with dry and rough to the touch.,Seborrheic Keratoses
"On my scalp: a flat, slightly rough patch darker than the surrounding skin. it showed up recently.",Benign Keratosis-like Lesions
"There's raw, weeping patches that crust over as they heal on my scalp with blurry, ill-defined edges, and rough and leathery feeling.",Eczema
"When I sweat, scaly, irritated skin on my hands gets worse.",Atopic Dermatitis
"I've got blistering skin that bursts and leaves raw, wet patches on my wrist.",Eczema
"Athlete's foot causing cracked, peeling, white skin between my toes on my back, no real pain.",Fungal Infections
A red patch showed up on my leg and keeps spreading into a small cluster,Viral Infections
"I'm noticing a slightly raised, uniform-colored bump on my leg.",Melanocytic Nevi
Something showed up near my elbow. It's a dry patch with fuzzy borders. dry and rough to the touch. occasional mild itching.,Atopic Dermatitis
"I've got a thin, thread-like skin tag growing on my eyelid on my hands -- rough like sandpaper on the surface -- and no real pain",Viral Infections
I've had a ring-shaped rash with a raised border on my chest that it came on gradually.,Fungal Infections
I've had a discolored spot on my feet that it hasn't changed much.,Fungal Infections
"It started as a waxy, scar-like area on my shoulder. Now dry and scaly. keeps bleeding, scabbing over, and then reopening.",Basal Cell Carcinoma
"There's a rough, sandpaper-like patch that feels much rougher than it looks near my elbow, and mild stinging or burning feeling.",Benign Keratosis-like Lesions
"An inflamed patch on my back, no significant pain, been there ages",Seborrheic Keratoses
"There's dry, red inflamed patches on my hands with blurry borders that blend into surrounding skin. feels dry and scaly to the touch. some mild discomfort.",Atopic Dermatitis
A dry patch showed up on my upper back and chest a while back.,Fungal Infections
"I have occasional mild itching, along with red, inflamed areas on my wrists with somewhat defined edges.",Eczema
"A flat, slightly rough patch darker than the surrounding skin showed up on my neck a while back.",Benign Keratosis-like Lesions
There's a reddish mark on my chest -- dry and rough to the touch -- and no significant pain.,Melanoma
"I have no significant pain, and there's a raised bump on my face.",Psoriasis Lichen Planus
There's a skin lesion on my face -- rough and flaky -- and mild itching.,Melanocytic Nevi
I've had a scaly area on my forearm for some time. rough-feeling in that spot. mild itching.,Viral Infections
"I have a symmetric mole with a smooth, even border on my face. even and smooth to the touch. it's been there for a while. nothing unusual, it's just always been there.",Melanocytic Nevi
"I developed a waxy, 'stuck-on' looking growth that appears pasted onto the skin surface on my face that comes with no pain, just occasional mild itching if clothing rubs it.",Seborrheic Keratoses
My skin on my back has been off. a rough-surfaced growth. feels dry and crusty when I run my finger over it. tenderness when I press on it.,Benign Keratosis-like Lesions
"When my clothes rub against it, I get a growth that looks like it could be lifted off with a fingernail on my arm.",Seborrheic Keratoses
I developed an inflamed patch near my elbow that comes with mild irritation.,Viral Infections
"I've noticed a raised, well-defined bump on my armpit lately.",Viral Infections
"I'm worried about a small, uniform dark brown spot with no irregular areas on my face because stays exactly the same.",Melanocytic Nevi
"Weird a brown to dark brown raised patch near my knee, dry and rough to the touch, no clue what it is",Seborrheic Keratoses
"I developed a brown to dark brown raised plaque with a greasy, waxy feel on my arm that comes with some mild discomfort.",Seborrheic Keratoses
"I noticed skin that breaks open and oozes when it flares on my scalp, along with no significant pain.",Eczema
Lately I've had a red patch on my arm that comes with no real pain.,Eczema
"So on my forehead there's an inflamed patch, and no discomfort, it just won't go away",Basal Cell Carcinoma
The skin on my hands has changed. There's a slightly raised rough patch that bleeds lightly when I scratch it now. dry and scaly. it hasn't changed much.,Benign Keratosis-like Lesions
I have a raised bump on my hands. dry and scaly. it's been there for a while. no real pain.,Benign Keratosis-like Lesions
"So on my shoulder there's a bump that keeps bleeding even after a very minor bump or scrape, and occasional mild itching",Basal Cell Carcinoma
"There's an itch that triggers before any visible rash appears on my shoulder, and itchy and irritated.",Atopic Dermatitis
There's a dry patch on my leg -- rough and flaky -- that it came on gradually.,Melanoma
"I've noticed a thin, thread-like skin tag growing on my eyelid on the back of my knuckles lately.",Viral Infections
"When I sweat, a waxy, scar-like area on my cheek gets worse.",Basal Cell Carcinoma
An inflamed patch on my face flares when the weather changes.,Seborrheic Keratoses
I have a reddish mark on my feet with irregular edges.,Melanocytic Nevi
A rough patch near my knee. no real pain.,Eczema
"When the weather changes, I get a rough patch on my forearm.",Seborrheic Keratoses
I notice no significant pain when my clothes rub against it. There's a skin lesion on my chest.,Psoriasis Lichen Planus
I've got a spot that's larger than a pencil eraser and keeps getting bigger on my wrist -- dry and scaly -- and some mild discomfort,Melanoma
I've noticed a discolored spot on my arm lately.,Melanocytic Nevi
"There's a scaly, wart-like bump on my trunk with somewhat defined edges. dry and scaly. no pain, just occasional mild itching if clothing rubs it.",Seborrheic Keratoses
"There's a patch near my knee. It looks like a waxy, 'stuck-on' looking growth that appears pasted onto the skin surface. flaky and thickened. it showed up recently.",Seborrheic Keratoses
"It started changing after a lot of sun exposure, no significant pain and a mole with multiple colors -- brown, black, red, and even some pale areas on my leg appear.",Melanoma
"I've had no significant pain for a while now. There's a scaly, reddish-pink patch on my face with blurry edges that fade into normal skin.",Benign Keratosis-like Lesions
I have a rough patch on my scalp.,Melanoma
"A discolored spot on my neck. with translucent, blurry borders.",Basal Cell Carcinoma
I noticed a pink bump with a sunken center on my nose. the center feels soft and tends to crust over. it showed up recently.,Basal Cell Carcinoma
"Something's going on on my leg. It's a spot with jagged, notched, irregular borders. rough-feeling in that spot. mild itching.",Melanoma
The skin on my chest has changed. There's an itch that triggers before any visible rash appears now. dry and scaly. it's been there for several weeks.,Atopic Dermatitis
"When my clothes rub against it, I get a hard, rough-surfaced growth on my neck.",Viral Infections
I have an inflamed patch on my wrist.,Melanoma
"I noticed a flat, tan-colored mark on my forearm, along with mild itching.",Melanocytic Nevi
I have an inflamed patch on my forearm. dry and rough to the touch. it's been there for a while. constant urge to scratch that never really goes away.,Atopic Dermatitis
I've been watching small rough bumps covering my upper arms and thighs on my shoulder and it's been there for several weeks. itching so bad it keeps me awake.,Atopic Dermatitis
"I have a smooth, pearly bump with a small dimple in the center on my forearm.",Viral Infections
"I noticed a warty, barnacle-like bump with a rough, pitted surface on my hands. dry and rough to the touch. stayed the same size for a long time but got darker recently.",Seborrheic Keratoses
"There's a flat, tan-colored mark on my wrist, and no real pain.",Melanocytic Nevi
A mole that has been visibly growing and changing over the past few months near my knee. occasional mild itching.,Melanoma
"Scaly red patches on my neck, some mild discomfort, been there ages",Eczema
"There's a thick, yellowed, crumbly nail that's lifting off the nail bed on my forearm with a well-defined ring-shaped border. soft and macerated where skin touches skin. no real pain.",Fungal Infections
"A soft, dome-shaped mole that's been stable for as long as I can remember on my face. it hasn't changed much. no itching or pain at all.",Melanocytic Nevi
I've had a raised bump near my elbow that it hasn't changed much.,Viral Infections
"I noticed dry, red inflamed patches on my cheeks. flaky and thickened. it hasn't changed much.",Atopic Dermatitis
"I have sharply defined, scaly plaques near my elbow, and dry and scaly.",Psoriasis Lichen Planus
I'm noticing a scaly area on my back.,Seborrheic Keratoses
"I'm concerned about a mole with multiple colors -- brown, black, red, and even some pale areas on my back that looks completely different compared to a year ago -- occasional mild itching.",Melanoma
"Dry, itchy patches that have been recurring since childhood showed up on my neck a while back.",Atopic Dermatitis
"I have a rough, sandpaper-like patch that feels much rougher than it looks on my bald scalp with irregular edges.",Benign Keratosis-like Lesions
"When my clothes rub against it, a waxy, scar-like flat patch with an indistinct border on my chest gets worse.",Basal Cell Carcinoma
"A symmetric mole with a smooth, even border appeared near my elbow a while ago. with symmetric, clean borders. dry and scaly. it's been there for several weeks.",Melanocytic Nevi
"My skin on my neck is doing something weird -- a raised, well-defined bump",Seborrheic Keratoses
"I have mild stinging or burning feeling, along with a dry patch on my hands with fuzzy borders.",Benign Keratosis-like Lesions
"A circular scaly rash on my groin and inner thigh, no significant pain.",Fungal Infections
"Lately I've had white, scaly patches on my hands that comes with mild itching that worsens in humid weather.",Fungal Infections
My skin on the sole of my foot is doing something weird -- a cluster of small flesh-colored bumps,Viral Infections
"I've had a rough, sandpaper-like patch that feels much rougher than it looks on my wrist for some time. rough and flaky. mild irritation.",Benign Keratosis-like Lesions
I developed an open sore that won't fully heal near my knee that comes with some mild discomfort.,Basal Cell Carcinoma
"I'm concerned about a flat, pink-red scaly patch with a gritty texture on my sun-exposed skin on my neck that it came on gradually -- no real pain.",Benign Keratosis-like Lesions
I've had a scaly spot that's tender when I rub it firmly on my forearm for some time. dry and rough to the touch. mild stinging or burning feeling.,Benign Keratosis-like Lesions
"A discolored spot on my chest, mild irritation, been there ages",Viral Infections
On my feet: a reddish mark. started as a small mole and has grown noticeably bigger.,Melanoma
"Something showed up on my lower back. It's small flat-topped shiny purplish bumps with precise, punched-out looking borders. covered in thick silvery scales. itchy and irritated.",Psoriasis Lichen Planus
"An inflamed patch, near my knee, dry and rough to the touch.",Basal Cell Carcinoma
"I have a stinging sensation where the skin cracks at the edges, and there's patches on the extensor surface -- the outside of my elbows and knees near my knee.",Psoriasis Lichen Planus
"So I've got red, ring-shaped scaly patches on the sole of my foot, with no significant pain",Fungal Infections
"There's skin that breaks open and oozes when it flares on my leg, and mild irritation.",Eczema
On my hands: a scaly area. it hasn't changed much.,Basal Cell Carcinoma
"My skin on my face is doing something weird -- a mole with an uneven, asymmetrical shape",Melanoma
My skin on my neck has been off. an inflamed patch. dry and rough to the touch. painful when I put weight on it.,Viral Infections
"Weird a growth that looks like it could be lifted off with a fingernail on my back, dry and rough to the touch, no clue what it is",Seborrheic Keratoses
I have a red patch on my wrists with irregular edges.,Atopic Dermatitis
"A mole with an asymmetrical, uneven shape -- one half doesn't match the other appeared on my chest a while ago. with somewhat defined edges. rough and flaky. it came on gradually.",Melanoma
A pigmented spot showed up on my scalp and started as a small mole and has grown noticeably bigger,Melanoma
"Patches with blurry, ill-defined edges that spread gradually near my knee, itchy and irritated, been there ages",Eczema
"There's dry, scaly skin on my wrist, and occasional mild soreness.",Psoriasis Lichen Planus
Got a growth that looks like it could be lifted off with a fingernail on my neck and it showed up recently,Seborrheic Keratoses
There's a patch on my scalp. It looks like a slightly raised rough patch that bleeds lightly when I scratch it. feels tender when pressed. seems to be slowly getting larger.,Benign Keratosis-like Lesions
A skin lesion showed up on my back and it's been there for a while,Psoriasis Lichen Planus
"Raw, inflamed skin showed up near my knee a while back.",Eczema
